Geneid	CaBR1	CaBR2	CaOLBR1	CaOLBR2	CaMeOH1	CaMeOH2	o2_12_19_br1_1	o2_12_19_br1_2	o2_12_19_br1	o2_12_19_br3_1	o2_12_19_br3_2	o2_12_19_br3	o2_12_19_mc2	o2_12_19_mc2_1	o2_12_19_mc2_2	o2_12_19_mc3_2	o2_12_19_mc3_1	o2_12_19_mc3	no_o2_12_21_br3_2	no_o2_12_21_br3_1	no_o2_12_21_br3	no_o2_12_21_mc11_2	no_o2_12_21_mc11_1	no_o2_12_21_mc11	no_o2_12_21_mc12_2	no_o2_12_21_mc12_1	no_o2_12_21_mc12	no_o2_12_22_br3	no_o2_12_22_br3_1	lowO2_br1	LaBR1	LaBR2	LaOLBR1	LaOLBR2	LaMeOH1	LaMeOH2	br_1	br_2	br_3	br_4	dup_exp_1	dup_exp_2	dup_exp_3	dup_exp_4
MEALZ_RS15110	243	649	556	753	672	563	7	156	745	13	127	1035	32	5	506	9	1	195	44	1	143	12	0	52	3	1	37	85	42	29	228	507	718	591	898	1057	160	167	150	126	156	127	44	42
MEALZ_RS15115	886	3089	2759	3278	3337	2750	49	488	2435	35	382	3500	147	8	1831	83	6	951	167	9	573	29	1	127	21	2	102	524	210	143	718	1606	3332	2910	4074	4410	579	520	449	555	488	382	167	210
MEALZ_RS15120	1308	3146	2598	2984	4353	3395	50	518	1953	18	355	2375	131	17	1210	76	5	645	116	14	284	15	1	79	9	0	100	346	163	98	1088	2225	3364	2743	4064	3079	493	463	400	449	518	355	116	163
MEALZ_RS15125	4022	10875	9383	11549	19631	15154	152	1717	7407	103	1293	10110	454	35	4761	303	19	3274	381	41	1130	36	0	203	21	3	170	1406	661	418	3045	6032	12423	10699	16789	7791	1252	965	842	1262	1717	1293	381	661
MEALZ_RS15130	1753	4336	3728	4645	6869	5780	57	543	2937	35	445	5097	132	11	2005	118	12	1512	457	38	1624	15	3	154	16	1	135	979	396	177	999	2039	4252	3806	6521	2364	981	656	474	1092	543	445	457	396
MEALZ_RS15135	5361	13746	12137	15061	29507	21475	162	1704	7389	109	1384	12775	311	18	4719	306	21	3440	335	39	1132	34	1	209	20	2	180	1604	632	345	3403	6936	15097	13814	23342	14322	1410	1421	1084	1113	1704	1384	335	632
MEALZ_RS15140	649	1624	1226	1485	2955	2454	17	160	736	10	106	1176	46	2	671	21	3	363	58	7	235	14	2	92	6	0	80	146	52	48	468	953	1567	1462	2837	2263	147	286	208	131	160	106	58	52
MEALZ_RS15145	716	1840	1350	1840	1972	1662	23	300	1417	19	210	2270	87	8	1193	54	4	624	141	9	519	35	4	216	15	5	199	396	141	102	663	1318	1827	1591	1935	2089	390	331	313	328	300	210	141	141
MEALZ_RS15150	980	2798	2171	2695	4793	3889	39	456	2324	36	420	4212	69	8	1519	61	5	651	97	5	381	18	3	93	6	1	104	347	120	102	662	1452	2642	2315	4085	3935	418	446	415	318	456	420	97	120
MEALZ_RS22795	59	129	92	151	140	96	1	18	109	0	20	191	20	0	321	7	0	172	13	1	81	3	0	18	4	0	23	35	9	13	72	129	140	115	135	238	45	45	35	39	18	20	13	9
MEALZ_RS15155	610	1663	1134	1476	1265	1204	16	208	806	13	149	1421	145	19	2076	112	11	1385	163	20	680	25	2	137	29	3	177	387	145	132	733	1434	1382	1494	1477	2033	420	310	348	458	208	149	163	145
MEALZ_RS15160	82	249	180	235	205	141	0	45	241	1	27	409	10	0	167	5	0	72	27	2	97	6	1	34	4	2	39	72	23	17	151	177	230	192	215	157	71	42	48	63	45	27	27	23
MEALZ_RS15165	314	721	599	757	321	263	9	192	857	17	166	1280	34	1	458	31	1	281	89	11	295	9	1	46	11	0	50	174	71	44	372	583	748	583	421	404	432	232	242	336	192	166	89	71
MEALZ_RS15170	2455	6761	5845	7668	8479	7331	145	1650	9462	114	1320	16259	2670	245	50678	3601	216	58705	690	67	2862	601	41	3164	530	46	4366	3040	958	564	2033	4378	6636	7771	8733	14889	3134	2243	2148	2817	1650	1320	690	958
MEALZ_RS15175	1330	3177	2356	2963	4740	4208	27	371	2046	22	282	3280	377	40	6087	179	12	2918	315	25	997	21	1	109	27	6	233	865	311	315	1198	2900	2598	2992	3403	3643	668	478	505	721	371	282	315	311
MEALZ_RS15180	303	790	612	786	529	541	12	159	584	11	125	964	35	1	408	14	0	139	92	11	277	20	0	75	5	1	66	149	77	42	316	594	730	644	646	573	178	170	165	269	159	125	92	77
MEALZ_RS15185	661	1705	1081	1411	2442	2331	19	217	1211	22	153	1885	183	18	2287	68	4	1211	300	39	1283	22	2	167	24	0	169	742	292	505	763	1552	1389	1341	2797	3223	1027	774	807	1355	217	153	300	292
MEALZ_RS15190	706	1561	1252	1812	2280	2262	15	223	1115	15	146	2023	86	15	1176	40	0	496	331	38	1212	14	2	82	13	0	91	621	269	245	639	1348	1709	1775	2475	3031	1366	941	1031	1272	223	146	331	269
MEALZ_RS15195	338	898	705	949	1244	1261	15	131	632	12	103	964	38	2	563	17	0	196	148	8	472	10	0	38	8	0	39	255	106	106	280	573	869	899	1423	1525	514	385	382	491	131	103	148	106
MEALZ_RS15200	735	2291	2025	2600	1800	1629	32	301	1748	24	304	2667	130	8	1824	85	4	752	215	18	682	29	3	188	22	1	171	503	211	258	661	1350	2278	2286	2208	2943	687	456	461	513	301	304	215	211
MEALZ_RS15205	428	1203	1112	1286	1154	1035	23	193	974	13	172	1376	74	8	1069	31	4	425	79	12	290	7	0	68	8	1	61	263	92	187	419	768	1180	1096	1267	1288	251	221	241	207	193	172	79	92
MEALZ_RS15210	492	1286	881	1221	976	828	10	167	604	6	142	724	74	6	718	40	4	284	75	9	168	9	1	55	9	1	62	168	106	135	423	954	1230	1105	1014	837	233	201	182	172	167	142	75	106
MEALZ_RS15215	1064	2509	1911	2578	1714	1462	23	391	1541	22	321	1355	175	21	1256	107	8	598	174	24	339	59	3	156	58	7	193	365	219	157	912	1903	2356	2197	1618	1444	600	638	538	496	391	321	174	219
MEALZ_RS15220	493	1202	1104	1403	947	746	10	214	1206	12	161	2125	69	6	1265	47	0	723	152	8	604	25	0	158	30	0	176	350	132	76	372	745	1282	1226	1091	1045	388	412	323	360	214	161	152	132
MEALZ_RS15225	581	1466	1253	1744	1079	993	30	309	1466	24	268	2112	89	5	1355	45	3	750	244	26	724	40	6	167	31	2	173	427	189	135	505	1041	1661	1558	1376	1361	598	503	409	556	309	268	244	189
MEALZ_RS15230	3435	8021	6069	7904	5494	5217	127	1554	6945	100	1258	12008	311	28	3781	158	6	1874	444	50	1372	42	4	277	40	1	303	1065	423	369	2725	4735	7333	7188	6207	6745	1761	1572	1494	1735	1554	1258	444	423
MEALZ_RS15235	300	756	560	769	636	649	9	80	494	2	76	705	37	1	506	17	1	210	96	9	276	17	2	96	13	2	89	120	47	43	384	834	770	829	1009	1284	209	146	137	197	78	82	79	52
MEALZ_RS15240	102	235	153	258	216	175	7	41	193	2	42	296	21	0	235	8	0	144	62	13	184	3	0	24	4	0	18	92	36	23	112	245	249	271	252	329	94	78	63	100	45	31	61	34
MEALZ_RS15245	466	1461	1184	1461	1339	1143	30	293	1234	23	227	2172	65	8	860	42	6	377	107	6	316	40	5	296	38	4	226	295	144	100	900	2154	1530	1454	1242	1285	492	471	480	403	292	227	108	143
MEALZ_RS15250	240	908	831	899	711	675	22	258	1632	27	241	3045	54	6	1073	27	3	447	59	6	218	15	1	86	11	0	83	235	62	32	197	354	917	787	1066	1350	245	248	207	181	258	241	59	62
MEALZ_RS15255	891	2727	2270	2779	2713	2223	46	708	3561	43	534	5921	99	9	1726	44	2	636	144	13	495	11	0	43	8	0	70	565	200	153	663	1392	2657	2454	2817	2558	725	736	622	717	708	534	144	200
MEALZ_RS15260	1125	2821	2142	2743	3493	3115	46	561	3103	34	437	4692	101	9	1527	31	5	569	118	19	480	7	0	59	14	1	76	523	198	187	1102	2042	2648	2445	3044	2082	639	594	626	638	561	437	118	198
MEALZ_RS15265	1885	3904	2863	4059	4478	3631	104	1143	4423	69	756	6692	152	17	1926	71	3	754	193	17	713	12	1	67	18	4	123	625	342	316	1667	3202	3699	3364	3226	3139	1057	1045	1067	1060	1143	756	193	342
MEALZ_RS15270	1176	3255	2801	3576	2437	2306	53	638	3020	50	535	5557	263	17	3667	157	7	1905	427	47	1462	66	5	383	53	3	442	976	377	341	1087	2225	3488	3013	3093	4015	2212	1868	1660	2478	638	535	427	377
MEALZ_RS15275	577	1533	1408	1561	1343	1131	23	272	1129	13	203	1924	74	10	1172	36	1	436	131	7	406	14	1	110	10	1	77	360	152	92	806	1821	1569	1455	1774	2108	336	350	369	262	269	203	131	152
MEALZ_RS15280	451	1118	946	1319	629	616	21	191	969	13	156	1404	63	7	780	38	3	369	108	8	318	9	2	50	4	1	67	356	149	92	385	689	1230	1242	978	1070	224	224	244	180	191	156	108	149
MEALZ_RS15285	338	982	843	1126	675	613	13	189	998	16	151	1580	41	10	874	42	1	376	83	12	280	7	0	60	9	0	58	268	128	88	271	531	975	970	869	945	254	248	248	193	189	151	83	128
MEALZ_RS15290	759	2293	2036	2649	1640	1456	32	389	1962	32	328	3579	133	21	2217	76	5	1098	255	35	942	25	2	162	16	3	150	653	220	211	698	1377	2497	2370	1826	1770	571	465	409	564	389	328	255	220
MEALZ_RS15295	306	764	652	828	624	484	3	69	391	2	50	534	41	1	546	19	5	233	90	6	265	14	4	102	7	1	61	133	60	49	227	545	809	753	835	909	215	247	242	198	69	50	90	60
MEALZ_RS15300	635	1420	942	1288	1252	1140	13	178	782	12	117	1183	68	7	857	42	1	547	100	12	332	38	3	129	24	3	152	239	89	64	618	1189	1342	1319	1654	2106	312	248	293	278	178	117	100	89
MEALZ_RS23810	929	2533	2010	2675	1970	1924	22	389	2038	21	335	3432	180	19	2500	136	7	1690	305	23	1022	122	7	573	70	8	503	720	290	239	903	1827	2706	2466	2678	3766	903	664	606	971	389	335	305	290
MEALZ_RS15310	242	633	460	600	636	549	9	84	400	6	55	760	33	2	403	12	1	206	75	8	267	11	0	61	9	0	50	114	49	31	241	548	572	574	836	1077	165	125	140	153	84	55	75	49
MEALZ_RS15315	248	545	417	548	591	526	9	65	365	6	40	542	35	3	392	19	0	216	79	8	276	8	0	36	7	0	57	139	59	48	241	527	528	581	800	1132	180	130	136	161	65	40	79	59
MEALZ_RS15320	428	1206	924	1169	1515	1323	10	166	858	11	130	1634	45	3	943	22	2	462	93	7	352	28	1	110	18	1	108	275	95	67	368	724	964	1097	1523	1417	337	274	240	262	166	130	93	95
MEALZ_RS15325	373	1010	733	867	1107	976	12	215	1021	12	148	1297	89	12	1427	65	4	892	65	9	241	15	1	103	20	2	135	174	71	41	367	625	702	889	1350	1109	183	202	201	140	215	148	65	71
MEALZ_RS15330	1190	3051	2168	2716	4491	4035	56	569	2976	47	452	4113	314	32	5344	295	14	3697	168	17	585	87	4	465	107	11	648	677	207	178	992	1856	2227	2790	3990	2793	646	607	580	503	569	452	168	207
MEALZ_RS15335	1152	2974	2320	2854	4299	4131	52	601	3223	44	449	4644	427	41	6462	351	28	4945	233	24	819	126	7	482	121	10	830	877	321	228	994	1843	2209	2821	3808	2986	912	746	675	731	601	449	233	321
MEALZ_RS15340	292	644	556	715	830	825	5	148	624	7	98	998	48	3	722	36	3	367	95	7	313	16	0	95	9	0	64	236	95	89	269	446	567	608	842	696	402	506	480	342	148	98	95	95
MEALZ_RS15345	363	1189	964	1192	1420	1322	14	177	925	16	137	1635	47	5	1004	38	3	494	129	17	554	27	1	125	13	0	111	362	136	110	357	749	1081	1085	1464	1825	416	359	280	356	177	137	129	136
MEALZ_RS15350	697	2215	1920	2423	1286	1258	22	237	1292	24	209	2558	66	3	1047	36	2	566	303	35	1452	18	0	97	7	4	98	653	263	133	628	1348	2249	2353	1873	3800	998	744	696	1018	237	209	303	263
MEALZ_RS15355	349	896	653	902	989	898	1	97	453	1	70	693	68	10	836	31	3	493	183	25	687	52	5	167	28	2	180	369	159	114	339	790	879	838	940	1222	442	295	308	372	97	70	183	159
MEALZ_RS15360	4328	9128	7224	9034	8582	8023	120	1298	5459	83	879	8597	381	32	4804	223	13	2338	824	94	2771	48	5	176	43	2	232	1735	775	696	4839	9557	9024	8960	7892	10477	3912	2916	2807	3495	1298	879	824	775
MEALZ_RS15365	686	1571	1243	1863	868	794	22	255	1133	25	188	1856	99	8	1028	69	3	804	400	50	1460	174	18	685	135	14	731	882	422	54	704	1451	1690	1756	1192	1883	579	301	295	423	255	188	400	422
MEALZ_RS22800	450	817	597	876	529	472	13	173	759	11	128	1164	48	3	454	25	1	360	290	20	724	105	8	302	76	6	307	567	272	34	452	938	847	906	634	737	346	197	211	295	173	128	290	272
MEALZ_RS15370	500	1296	1051	1479	745	681	36	387	1285	30	270	1747	88	15	687	62	5	516	532	59	1156	219	29	490	133	10	521	939	597	104	768	1224	1433	1328	812	920	604	346	321	489	387	270	532	597
MEALZ_RS15375	599	1554	1174	1715	1227	1134	46	358	1055	24	276	1388	121	9	876	77	5	549	967	95	1556	202	9	516	160	10	596	1069	858	121	593	1161	1531	1548	1623	2164	949	533	505	705	357	276	967	858
MEALZ_RS15380	696	2029	1591	2200	1631	1327	28	339	1362	28	216	1771	139	18	1389	120	7	1033	1188	135	2854	480	37	1149	290	18	1378	1829	943	78	517	1155	1982	1924	1542	1901	1051	594	483	789	339	216	1188	943
MEALZ_RS15385	619	1644	1242	1789	1218	1029	32	339	1190	20	268	1556	94	9	705	65	8	422	386	37	846	99	9	208	79	9	262	597	298	54	602	1119	1687	1546	1629	1835	660	336	340	546	339	268	386	298
MEALZ_RS15390	544	1534	1129	1533	1251	990	19	201	995	16	176	1295	63	5	715	55	0	447	240	25	671	43	2	173	26	2	156	450	209	66	536	1077	1407	1341	1542	1945	546	248	262	402	198	185	243	210
MEALZ_RS15395	1017	2891	2303	2962	2666	2295	39	389	2135	29	355	3286	97	6	1351	48	2	680	444	40	1450	43	1	243	22	2	241	890	381	76	873	1750	2767	2805	3030	3402	1044	598	638	684	389	355	444	381
MEALZ_RS15400	2884	8163	6503	8375	7063	5904	100	1279	6747	87	1125	11958	293	27	4677	222	20	3108	955	113	3559	100	5	482	59	7	573	2204	863	277	2659	5101	7456	7170	8779	10568	2457	1607	1352	1925	1279	1125	955	863
MEALZ_RS15405	1769	4718	3382	4183	3633	3007	63	863	3585	48	617	5790	176	19	2083	116	10	1189	596	60	1676	50	6	194	41	5	286	1136	476	154	1332	2956	4063	4061	4363	4289	1444	1049	960	1197	863	617	596	476
MEALZ_RS15410	681	1634	1231	1671	1399	1249	40	402	1495	22	271	2166	67	5	765	49	2	406	228	15	655	23	1	69	10	0	87	434	221	65	921	1318	1447	1474	1604	1639	546	391	360	396	402	271	228	221
MEALZ_RS15420	547	1573	1302	1723	1285	1168	32	207	1316	20	225	2398	86	4	1603	78	5	1289	427	46	1441	49	3	208	38	3	253	638	219	58	438	781	1505	1356	1995	3012	797	491	455	658	207	225	427	219
MEALZ_RS15425	772	2212	1807	2198	2264	1920	25	348	1606	21	279	2905	111	7	1695	94	12	1425	413	35	1358	35	3	237	42	3	284	685	246	91	560	1218	2071	2009	2400	2727	826	599	529	731	348	279	413	246
MEALZ_RS15430	843	2267	1633	2208	2802	2176	42	456	2164	28	376	3652	116	15	1785	167	17	1869	389	55	1351	70	5	294	48	4	290	988	381	97	702	1360	1972	1903	2496	2420	763	428	401	606	456	376	389	381
MEALZ_RS15435	625	2152	1571	2000	1794	1531	39	313	1481	13	243	1424	62	5	696	43	4	391	199	15	436	42	1	196	25	3	186	406	169	113	823	1504	1889	1838	1659	1223	614	329	355	493	313	243	199	169
MEALZ_RS15440	473	1337	994	1365	1001	864	18	226	949	8	184	1431	37	6	486	33	2	225	131	9	408	36	1	144	26	4	131	258	119	73	680	1493	1229	1187	1167	1157	512	309	346	405	226	184	131	119
MEALZ_RS15445	249	666	501	638	559	502	5	89	528	6	70	550	30	5	350	17	1	155	88	9	212	13	2	99	4	1	64	175	70	27	292	485	625	564	630	536	241	149	151	171	89	70	88	70
MEALZ_RS15450	58	249	229	298	207	159	4	48	268	2	45	412	15	0	159	7	0	90	43	1	134	7	0	28	4	0	26	97	31	9	48	127	272	229	234	218	79	45	51	50	48	45	43	31
MEALZ_RS15455	359	1223	1094	1268	1293	1036	17	159	978	15	121	1369	40	4	613	29	5	322	121	20	438	13	0	71	16	1	53	285	88	72	339	649	1143	1044	1257	947	324	233	218	282	159	121	121	88
MEALZ_RS15460	483	1457	1092	1302	1380	1012	6	149	628	10	111	799	57	6	397	29	0	236	115	11	219	28	1	74	14	3	72	200	105	47	379	832	1195	1223	1255	786	296	217	199	224	149	111	115	105
MEALZ_RS15465	515	1414	1054	1447	1138	1032	13	163	797	8	118	1009	46	8	574	53	1	373	122	20	305	39	1	121	16	1	115	274	127	75	457	833	1300	1234	1114	918	326	218	201	221	163	118	122	127
MEALZ_RS15470	560	1653	1262	1715	1680	1336	12	198	857	9	130	1413	67	8	846	54	4	667	170	19	579	53	5	207	33	5	247	411	170	80	521	1187	1573	1575	1325	1622	484	324	298	412	198	130	170	170
MEALZ_RS15475	327	830	564	797	809	630	7	91	440	4	87	584	27	2	416	33	3	286	85	2	268	23	1	85	20	1	93	155	83	49	331	670	676	681	649	688	279	198	179	253	91	87	85	83
MEALZ_RS15480	410	1044	799	1053	956	876	16	154	761	10	131	1443	41	5	892	31	1	430	160	16	604	30	2	136	25	1	143	347	118	88	361	812	884	895	1068	1190	512	448	368	508	154	131	160	118
MEALZ_RS15485	337	1093	1042	1314	937	894	16	225	1429	17	209	2369	39	4	688	25	1	409	114	12	489	35	4	280	27	0	270	285	77	53	378	718	1234	1151	1049	865	315	164	144	221	225	209	114	77
MEALZ_RS15490	135	317	282	323	258	209	3	69	362	4	36	438	6	0	159	6	0	102	27	3	89	40	2	215	58	7	332	61	34	19	149	255	321	310	224	203	81	43	35	64	69	36	27	34
MEALZ_RS15495	175	511	375	505	382	351	12	139	359	16	99	329	12	1	115	8	1	52	79	8	88	8	1	53	5	0	45	80	59	29	237	400	547	491	422	404	176	99	85	121	139	99	79	59
MEALZ_RS15500	233	693	641	798	620	531	11	118	579	3	95	833	22	3	297	15	0	156	69	12	182	25	3	131	24	1	154	129	56	29	241	383	630	700	662	533	206	116	129	127	118	95	69	56
MEALZ_RS15505	317	1137	910	1209	866	727	7	115	809	7	134	1318	33	4	520	31	2	263	93	13	317	29	1	189	34	5	216	183	58	42	254	491	1109	1002	820	823	209	121	152	144	115	134	93	58
MEALZ_RS15510	376	1069	1098	1480	1206	1017	18	195	1005	14	189	1740	39	3	576	29	3	324	95	13	338	40	3	193	45	4	211	277	92	63	323	611	1161	1217	1130	1033	302	230	185	255	195	189	95	92
MEALZ_RS15515	472	1520	1592	1820	2054	1826	14	198	990	12	156	1675	39	5	845	21	4	390	144	8	464	37	3	184	20	3	215	316	120	88	415	815	1675	1751	1930	1365	286	300	234	205	198	156	144	120
MEALZ_RS15520	508	1821	1676	1986	1645	1555	20	235	1122	13	182	2140	74	10	1328	58	4	683	183	23	733	89	6	360	70	7	428	464	171	152	486	870	1793	1725	1658	1726	484	411	381	373	235	182	183	171
MEALZ_RS15525	507	1240	1094	1412	1208	1129	16	178	1090	10	167	1795	52	7	934	34	5	544	184	27	709	106	11	518	82	8	643	388	132	104	524	825	1357	1272	1115	959	270	196	193	269	178	167	184	132
MEALZ_RS15530	157	444	732	852	830	817	9	76	516	5	75	925	232	21	4455	158	10	2642	670	61	2312	1624	110	7729	1041	92	7712	752	246	56	136	216	816	719	963	1085	440	297	268	309	76	75	670	246
MEALZ_RS15535	875	2785	4463	5044	3215	3149	24	289	2227	20	334	3385	1796	201	38221	2016	133	27646	2730	280	9820	16694	1188	71240	10525	1066	74715	3497	1206	163	571	1152	4375	5150	4875	6808	1664	1208	1006	1205	289	334	2730	1206
MEALZ_RS15540	862	1923	2469	3201	2358	2354	18	211	1114	16	184	1560	2337	236	25150	2020	152	19656	2104	256	5510	17329	1334	54729	12168	1232	65982	2293	1065	117	838	1390	3073	2901	3795	7427	1029	759	654	828	211	184	2104	1065
MEALZ_RS15545	161	522	470	561	466	426	11	134	765	10	97	1029	34	6	570	15	2	295	69	8	225	40	2	213	31	3	178	186	62	34	642	1113	501	525	564	435	125	104	106	149	134	97	69	62
MEALZ_RS15550	78	202	158	162	191	177	4	51	233	4	49	393	19	1	290	8	2	175	44	5	155	8	1	65	8	0	55	81	35	27	74	164	182	175	216	258	111	95	76	88	51	49	44	35
MEALZ_RS15555	843	1851	1696	2143	1696	2032	16	214	1185	9	155	1666	320	29	3799	88	8	942	389	54	1566	10	0	40	16	4	101	325	176	231	608	1338	1797	1868	2728	10153	1342	1679	1555	1276	214	155	389	176
MEALZ_RS15565	718	1942	1510	1902	1841	1824	20	255	1055	23	211	1620	71	11	864	45	3	469	207	18	495	24	1	176	11	1	124	468	198	155	704	1553	1840	1836	1761	1731	310	234	244	320	255	211	207	198
MEALZ_RS15570	721	2046	1638	2013	989	901	18	324	1854	27	324	3383	60	1	832	24	5	334	86	11	333	17	1	96	8	0	67	212	78	76	535	1086	1925	1725	1371	1905	280	194	193	262	324	324	86	78
MEALZ_RS15575	937	2656	2270	2882	1390	1223	42	493	2553	35	372	4240	128	5	1550	51	4	784	165	21	609	36	5	174	28	5	204	356	121	120	773	1697	2619	2350	1617	2600	570	363	321	540	493	372	165	121
MEALZ_RS15580	340	1017	902	1154	776	723	21	222	906	12	188	1120	50	2	564	36	0	295	78	7	257	10	1	55	6	0	66	176	113	55	365	847	1114	1060	969	1430	255	196	182	201	222	188	78	113
MEALZ_RS15585	832	2206	1608	1997	1535	1426	37	320	1368	25	257	1413	91	10	805	37	5	317	102	10	204	19	0	102	20	1	92	277	147	127	707	1362	1997	1753	2000	1877	426	304	281	300	320	257	102	147
MEALZ_RS15590	393	878	705	978	802	720	17	256	1032	25	204	1786	70	8	893	24	2	345	83	7	281	10	0	45	15	1	77	187	92	90	368	688	984	829	1029	1159	303	273	288	228	256	204	83	92
MEALZ_RS15595	715	2006	1651	2120	1165	1120	32	340	1519	26	259	2114	116	9	1277	56	3	573	230	21	662	8	1	97	11	1	76	442	205	106	577	1250	2083	1945	1711	1972	621	517	411	569	340	259	230	205
MEALZ_RS15600	419	1360	1192	1409	1072	998	23	271	1155	19	210	1359	70	7	779	38	3	357	166	16	353	6	2	79	11	1	64	256	145	89	355	691	1277	1278	1164	901	513	434	402	504	271	210	166	145
MEALZ_RS15605	508	1349	1061	1395	876	840	17	302	1374	20	201	2523	59	6	1134	29	7	519	135	11	609	10	1	46	5	2	78	298	121	88	378	786	1403	1181	1160	1239	504	503	472	515	302	201	135	121
MEALZ_RS15610	250	857	823	1027	473	404	8	117	666	11	118	1324	26	6	551	15	2	189	38	4	146	10	0	51	8	1	59	135	44	46	221	429	853	849	698	754	233	259	264	168	117	118	38	44
MEALZ_RS15615	1070	3108	2475	3134	2880	2440	35	398	1960	19	292	3613	118	11	1955	70	7	896	253	35	919	60	3	281	36	3	321	573	192	159	891	1655	2930	2849	3424	3436	877	846	778	747	398	292	253	192
MEALZ_RS15620	1181	3711	3006	3898	3722	3376	43	437	1981	38	366	3496	179	22	2572	124	11	1475	353	38	1150	37	4	190	42	5	236	796	298	270	818	1768	3568	3671	3991	2654	1130	1051	990	1134	437	366	353	298
MEALZ_RS15625	10254	23775	19123	23793	21878	18517	398	4885	22413	326	3801	31366	512	61	7965	265	23	3052	581	51	1716	66	3	302	45	7	334	2440	1031	1249	6492	11964	23654	20342	16995	10159	3188	2822	2664	3244	4883	3802	581	1031
MEALZ_RS15630	101	250	163	272	353	352	5	27	145	4	24	252	32	3	404	18	0	209	47	9	187	18	0	103	10	1	101	135	44	41	215	383	269	278	342	303	112	94	88	124	27	24	47	44
MEALZ_RS15635	622	1453	1029	1437	2626	2472	16	283	1113	15	177	1550	73	6	872	35	6	387	157	19	497	11	2	96	10	3	56	485	230	193	721	1424	1220	1317	1809	1116	389	280	308	447	283	177	157	230
MEALZ_RS15640	330	866	517	764	1509	1425	5	124	580	9	102	898	51	5	539	20	0	216	84	10	277	7	0	60	14	0	53	248	118	122	385	808	667	789	1148	651	188	146	136	240	124	102	84	118
MEALZ_RS15645	203	594	468	574	967	885	11	172	614	9	120	1045	29	4	366	6	1	114	42	9	186	10	0	32	1	0	24	177	100	109	262	525	527	522	737	459	102	90	78	107	172	120	42	100
MEALZ_RS15650	1069	2487	1856	2439	3606	3161	33	415	1753	11	276	2791	103	8	1253	42	2	428	111	7	380	17	0	126	14	3	110	458	173	191	958	1874	2213	2199	2825	1958	270	315	267	253	415	276	111	173
MEALZ_RS15655	1027	2521	2297	2928	925	808	29	416	1100	35	319	1237	163	16	992	84	6	478	356	31	493	44	2	161	25	3	133	376	282	190	1028	2141	2918	2701	1266	1908	882	856	806	910	414	317	356	284
MEALZ_RS15660	896	2251	1869	2475	3220	2846	25	343	1713	34	289	2413	177	14	2131	118	14	1281	269	24	766	40	4	267	38	0	267	865	341	246	1105	2147	2239	2343	2376	1620	645	629	536	645	343	289	269	341
MEALZ_RS15670	520	1395	1073	1572	1290	1243	12	224	1138	13	208	2018	187	22	2731	98	12	1543	413	32	1403	39	2	206	44	4	267	722	271	131	464	991	1435	1329	1437	1780	628	453	376	739	224	208	413	271
MEALZ_RS15675	2635	7330	5782	6942	4605	4198	45	520	2299	31	392	3179	371	20	4882	210	8	2505	473	49	1506	52	2	225	48	2	270	1137	505	575	2263	4569	6214	6139	5545	6231	1718	1251	1172	1755	520	392	473	505
MEALZ_RS15680	1808	5028	3968	5212	2656	2117	16	324	1676	23	263	2874	227	20	3651	173	14	2387	349	34	1573	39	5	246	35	6	229	905	305	397	1381	3206	4629	4621	3129	4355	1165	887	932	1291	324	263	349	305
MEALZ_RS15685	476	1316	1131	1308	723	674	23	205	1132	13	193	1857	29	5	386	8	2	173	81	3	293	13	2	95	7	0	64	150	71	21	385	873	1317	1103	832	550	175	190	170	151	205	193	81	71
MEALZ_RS15690	1523	4151	3304	4090	2654	2527	104	1046	4680	72	819	6167	107	7	1580	55	2	595	148	11	358	52	6	175	38	6	224	380	186	95	1089	1877	3863	3451	2973	1880	602	599	554	449	1046	819	148	186
MEALZ_RS15695	1945	5605	4724	5639	3671	3384	112	1337	6834	74	1095	10364	137	15	2242	67	4	913	161	13	502	39	5	251	24	1	247	568	216	201	1551	2908	5156	4673	3868	2272	633	586	584	504	1337	1095	161	216
MEALZ_RS15700	2040	5545	4898	6258	3079	2740	113	1212	6779	98	1039	11958	163	17	3044	115	10	1402	267	39	1010	26	4	168	24	2	154	920	331	330	1520	2698	5832	5281	3143	2266	1088	926	836	1312	1211	1038	266	332
MEALZ_RS15710	5104	12172	9152	10969	14478	12621	160	1721	8945	115	1297	14020	227	24	3470	104	2	1241	355	31	1176	17	2	158	22	0	137	1377	502	655	3476	6493	10868	9309	10019	3916	1456	1179	1049	1753	1721	1297	355	502
MEALZ_RS15715	1087	2954	2319	2852	3045	2694	33	426	2079	26	343	3650	100	8	1626	57	4	801	227	28	838	17	0	95	10	1	107	654	224	148	754	1519	2650	2511	3044	2339	366	341	320	341	426	343	227	224
MEALZ_RS15720	2860	8131	6627	8486	6041	5336	73	710	3854	40	582	6221	335	36	5345	180	17	3068	684	59	2565	48	3	262	41	1	304	1781	627	325	2130	4607	7510	7896	6584	4917	1293	1067	926	1390	710	582	684	627
MEALZ_RS15725	715	1519	1301	1638	1554	1487	25	284	1611	18	233	2644	64	9	1068	39	0	494	207	16	738	8	2	77	10	1	87	382	143	158	454	948	1602	1363	1515	848	703	576	495	888	284	233	207	143
